PRO ID 	PRO Name 	PRO Term Definition 	Category 	Parent 	

PR:000016615	trafficking protein particle complex subunit 4	A protein that is a translation product of the human TRAPPC4 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000016612	trafficking protein particle complex subunit 10	A protein that is a translation product of the human TRAPPC10 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000016359	ribosome biogenesis protein NSA2	A protein that is a translation product of the human NSA2 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000016349	mitochondrial import inner membrane translocase subunit TIM50	A protein that is a translation product of the human TIMM50 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000016348	mitochondrial import inner membrane translocase subunit TIM44	A protein that is a translation product of the human TIMM44 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000016278	tuftelin-interacting protein 11	A protein that is a translation product of the human TFIP11 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000016029	transcription initiation factor TFIID subunit 5	A protein that is a translation product of the human TAF5 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000015843	surfeit locus protein 6	A protein that is a translation product of the human SURF6 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000015836	transcription elongation factor SPT5	A protein that is a translation product of the human SUPT5H gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000015633	signal recognition particle receptor subunit beta	A protein that is a translation product of the human SRPRB gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000015626	signal recognition particle subunit SRP68	A protein that is a translation product of the human SRP68 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000015507	signal peptidase complex subunit 3	A protein that is a translation product of the human SPCS3 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000015338	U1 small nuclear ribonucleoprotein 70 kDa	A protein that is a translation product of the human SNRNP70 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000014737	splicing factor 3B subunit 3	A protein that is a translation product of the human SF3B3 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000014733	splicing factor 3A subunit 3	A protein that is a translation product of the human SF3A3 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000014730	splicing factor 1	A protein that is a translation product of the human SF1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001

PR:000029630	MKI67 FHA domain-interacting nucleolar phosphoprotein	A protein that is a translation product of the human NIFK gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000029391	ATP-dependent RNA helicase DDX52	A protein that is a translation product of the human DDX52 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000029385	ATP-dependent RNA helicase DDX23	A protein that is a translation product of the human DDX23 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000029344	coiled-coil domain-containing protein 94	A protein that is a translation product of the human CCDC94 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000028904	mediator of RNA polymerase II transcription subunit 6 isoform 1	A mediator of RNA polymerase II transcription subunit 6 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q921D4-1 or a 1:1 ortholog thereof. [PMID:16141072, PRO:HJD]	sequence	PR:000010305
PR:000027875	T-complex protein 1 subunit theta isoform 1	A T-complex protein 1 subunit theta that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P42932-1 or a 1:1 ortholog thereof. [PMID:7890169, PRO:HJD]	sequence	PR:000005157
PR:000027860	T-complex protein 1 subunit epsilon isoform 1	A T-complex protein 1 subunit epsilon that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P80316-1 or a 1:1 ortholog thereof. [PMID:7953530, PRO:HJD]	sequence	PR:000005153
PR:000027858	T-complex protein 1 subunit delta isoform 1	A T-complex protein 1 subunit delta that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P80315-1 or a 1:1 ortholog thereof. [PMID:7953530, PRO:HJD]	sequence	PR:000005152
PR:000027856	T-complex protein 1 subunit gamma isoform 1	A T-complex protein 1 subunit gamma that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P80318-1 or a 1:1 ortholog thereof. [PMID:7953530, PRO:HJD]	sequence	PR:000005151
PR:000027683	protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha isoform 1	A protein farnesyltransferase/geranylgeranyltransferase type-1 subunit alpha that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q61239-1 or a 1:1 ortholog thereof. [PMID:7590362, PRO:CNA]	sequence	PR:000007591
PR:000027017	phosphatidylinositol N-acetylglucosaminyltransferase subunit P isoform 1	A phosphatidylinositol N-acetylglucosaminyltransferase subunit P that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:Q9JHG1-1 or a 1:1 ortholog thereof. [PRO:CNA]	sequence	PR:000012703
PR:000017679	zinc finger matrin-type protein 2	A protein that is a translation product of the human ZMAT2 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000017599	zinc finger CCCH domain-containing protein 14	A protein that is a translation product of the human ZC3H14 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000017512	5'-3' exoribonuclease 2	A protein that is a translation product of the human XRN2 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000017402	DDB1- and CUL4-associated factor 13	A protein that is a translation product of the human DCAF13 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000017400	WD repeat-containing protein 82	A protein that is a translation product of the human WDR82 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000017391	WD repeat-containing protein 36	A protein that is a translation product of the human WDR36 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000017208	U3 small nucleolar RNA-associated protein 6	A protein that is a translation product of the human UTP6 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000017207	something about silencing protein 10	A protein that is a translation product of the human UTP3 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000017206	rRNA-processing protein UTP23	A protein that is a translation product of the human UTP23 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000017178	U4/U6.U5 tri-snRNP-associated protein 2	A protein that is a translation product of the human USP39 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000017136	vesicle transport protein USE1	A protein that is a translation product of the human USE1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000017134	uroporphyrinogen decarboxylase	A protein that is a translation product of the human UROD gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000016968	E3 ubiquitin-protein ligase E3D	A protein that is a translation product of the human UBE3D gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001

PR:000038134	U4/U6 small nuclear ribonucleoprotein Prp3 isoform 1	A U4/U6 small nuclear ribonucleoprotein Prp3 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O43395-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000013278
PR:000038107	U4/U6 small nuclear ribonucleoprotein Prp4 isoform 2	A U4/U6 small nuclear ribonucleoprotein Prp4 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O43172-2 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000013283
PR:000038051	centrin-3 isoform 1	A centrin-3 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O15182-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000005372
PR:000038049	DNA-directed RNA polymerases I and III subunit RPAC1 isoform 1	A DNA-directed RNA polymerases I and III subunit RPAC1 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O15160-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000012984
PR:000037975	acyl carrier protein, mitochondrial isoform 1	An acyl carrier protein, mitochondrial that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O14561-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000011081
PR:000037929	exocyst complex component 5 isoform 1	An exocyst complex component 5 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:O00471-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000007252
PR:000032429	ATP-dependent RNA helicase DHX37	A protein that is a translation product of the human DHX37 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000032393	nucleolar protein 9	A protein that is a translation product of the human NOP9 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000031970	mitotic spindle-associated MMXD complex subunit MIP18	A protein that is a translation product of the human FAM96B gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000031720	RNA-binding protein 19	A protein that is a translation product of the human RBM19 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000031675	DNA helicase INO80	A protein that is a translation product of the human INO80 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000031492	mitochondrial translocator assembly and maintenance protein 41 homolog	A protein that is a translation product of the human TAMM41 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000031269	glutamate-rich WD repeat-containing protein 1	A protein that is a translation product of the human GRWD1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000031226	protein AAR2 homolog	A protein that is a translation product of the human AAR2 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000030792	ribosomal RNA processing protein 36 homolog	A protein that is a translation product of the human RRP36 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000030281	ribosome biogenesis protein RLP24	A protein that is a translation product of the human RSL24D1 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000030255	ATP-dependent RNA helicase DDX46	A protein that is a translation product of the human DDX46 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000030202	tetratricopeptide repeat protein 27	A protein that is a translation product of the human TTC27 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000029868	WD repeat-containing protein 74	A protein that is a translation product of the human WDR74 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000029860	WD repeat-containing protein 3	A protein that is a translation product of the human WDR3 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000029856	WD repeat-containing protein 18	A protein that is a translation product of the human WDR18 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000029848	U3 small nucleolar RNA-associated protein 11	A protein that is a translation product of the human UTP11L gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000029777	transcription initiation factor IIE subunit beta	A protein that is a translation product of the human GTF2E2 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001
PR:000029729	rRNA methyltransferase 3	A protein that is a translation product of the human FTSJ3 gene or a 1:1 ortholog thereof. [PRO:DNx]	gene	PR:000000001

PR:000039737	coatomer subunit beta isoform 1	A coatomer subunit beta that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P53618-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000005734
PR:000039730	cytosolic Fe-S cluster assembly factor NUBP1 isoform 1	A cytosolic Fe-S cluster assembly factor NUBP1 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P53384-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000011476
PR:000039645	cell division protein kinase 7 isoform 1	A cell division protein kinase 7 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P50613-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000005265
PR:000039599	DNA replication licensing factor MCM2 isoform 1	A DNA replication licensing factor MCM2 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P49736-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000010242
PR:000039550	trafficking protein particle complex subunit 10 isoform 1	A trafficking protein particle complex subunit 10 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P48553-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000016612
PR:000039423	isoleucyl-tRNA synthetase, cytoplasmic isoform 1	An isoleucyl-tRNA synthetase, cytoplasmic that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P41252-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000008876
PR:000039319	mannose-6-phosphate isomerase isoform 1	A mannose-6-phosphate isomerase that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P34949-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000010540
PR:000039311	DNA replication licensing factor MCM7 isoform 1	A DNA replication licensing factor MCM7 that is a translation product of some mRNA giving rise to a protein with the amino acid sequence represented by UniProtKB:P33993-1 or a 1:1 ortholog thereof. [PRO:DNx]	sequence	PR:000010249
